A_0,η_0,A_1,η_1,skill_factor,success,labor_efficiency,Y_0,L_0,error_type
1.0,1.0,2.5,0.9,3.0,true,0.9997000899730081,0.7264460118341665,0.6208276922016643,none
1.0,1.0,2.5,0.9,4.0,true,0.9996001599360256,0.7263907837127942,0.6208193051366091,none
1.0,1.0,2.5,0.9,5.0,true,0.9995002498750625,0.7263355648794165,0.6208109184740774,none
1.0,1.0,2.5,0.95,0.5,true,0.999987500156248,0.7266048444425954,0.6208518072563152,none
1.0,1.0,2.5,0.95,1.0,true,0.9999750006249845,0.7265979370794116,0.6208507587064706,none
1.0,1.0,2.5,0.95,2.0,true,0.9999500024998749,0.7265841227888499,0.6208486616256582,none
1.0,1.0,2.5,0.95,3.0,true,0.9999250056245781,0.7265703090793308,0.6208465645700142,none
1.0,1.0,2.5,0.95,4.0,true,0.9999000099990001,0.7265564959508151,0.6208444675395375,none
1.0,1.0,2.5,0.95,5.0,true,0.9998750156230471,0.7265426834032644,0.6208423705342277,none
1.0,1.0,2.5,1.0,0.5,true,1.0,0.7266117519510544,0.620852855812452,none
1.0,1.0,2.5,1.0,1.0,true,1.0,0.7266117519510544,0.620852855812452,none
1.0,1.0,2.5,1.0,2.0,true,1.0,0.7266117519510544,0.620852855812452,none
1.0,1.0,2.5,1.0,3.0,true,1.0,0.7266117519510544,0.620852855812452,none
1.0,1.0,2.5,1.0,4.0,true,1.0,0.7266117519510544,0.620852855812452,none
1.0,1.0,2.5,1.0,5.0,true,1.0,0.7266117519510544,0.620852855812452,none
1.0,1.0,2.5,1.05,0.5,true,0.999987500156248,0.7266048444425954,0.6208518072563152,none
1.0,1.0,2.5,1.05,1.0,true,0.9999750006249845,0.7265979370794116,0.6208507587064706,none
1.0,1.0,2.5,1.05,2.0,true,0.9999500024998749,0.7265841227888499,0.6208486616256582,none
1.0,1.0,2.5,1.05,3.0,true,0.9999250056245781,0.7265703090793308,0.6208465645700142,none
1.0,1.0,2.5,1.05,4.0,true,0.9999000099990001,0.7265564959508151,0.6208444675395375,none
1.0,1.0,2.5,1.05,5.0,true,0.9998750156230471,0.7265426834032644,0.6208423705342277,none
1.0,1.0,2.5,1.1,0.5,true,0.9999500024998749,0.7265841227888499,0.6208486616256582,none
1.0,1.0,2.5,1.1,1.0,true,0.9999000099990001,0.7265564959508151,0.6208444675395375,none
1.0,1.0,2.5,1.1,2.0,true,0.9998000399920016,0.7265012492460131,0.620836079669291,none
1.0,1.0,2.5,1.1,3.0,true,0.9997000899730081,0.7264460118341665,0.6208276922016643,none
1.0,1.0,2.5,1.1,4.0,true,0.9996001599360256,0.7263907837127942,0.6208193051366091,none
1.0,1.0,2.5,1.1,5.0,true,0.9995002498750625,0.7263355648794165,0.6208109184740774,none
1.0,1.0,2.5,1.2,0.5,true,0.9998000399920016,0.7265012492460131,0.620836079669291,none
1.0,1.0,2.5,1.2,1.0,true,0.9996001599360256,0.7263907837127942,0.6208193051366091,none
1.0,1.0,2.5,1.2,2.0,true,0.9992006394884093,0.7261699640824628,0.6207857609011407,none
1.0,1.0,2.5,1.2,3.0,true,0.998801438274071,0.7259492929014837,0.6207522231029645,none
1.0,1.0,2.5,1.2,4.0,true,0.998402555910543,0.7257287700115147,0.6207186917390024,none
1.0,1.0,2.5,1.2,5.0,true,0.998003992015968,0.7255083952544448,0.6206851668061792,none
1.0,1.0,2.5,1.3,0.5,true,0.9995502024089159,0.726363173135261,0.6208151117550309,none
1.0,1.0,2.5,1.3,1.0,true,0.9991008092716556,0.7261147823762806,0.6207773758482209,none
1.0,1.0,2.5,1.3,2.0,true,0.9982032341784787,0.7256185641262403,0.6207019284688906,none
1.0,1.0,2.5,1.3,3.0,true,0.9973072703700011,0.7251230953996242,0.6206265136394304,none
1.0,1.0,2.5,1.3,4.0,true,0.9964129135113591,0.7246283744010654,0.6205511313248976,none
1.0,1.0,2.5,1.3,5.0,true,0.9955201592832256,0.7241343993411152,0.6204757814904356,none
